211864;Mariza Ferro;K4736292J3;Doutora em Modelagem Computacional pelo Laboratório Nacional de Computação Cientifica (LNCC) atuando na área de Computação Científica Distribuída de Alto Desempenho, Aprendizado de Máquina e Análise Operacional. Possui graduação em Ciência da Computação pela Universidade Estadual do Oeste do Paraná (2002) e mestrado em Ciências da Computação e Matemática Computacional pela Universidade de São Paulo (2004). Obteve experiência na área de Ciência da Computação, com ênfase em Inteligência Artificial, atuando principalmente nos seguintes temas: aprendizado de máquina, programação lógica indutiva e mineração de dados. Foi bolsista de Desenvolvimento Tecnológico Industrial do CNPq atuando nos temas de: grades computacionais, computação autonômica, aprendizado de máquina e programação lógica indutiva. Fez seu pós-doutoramento pelo projeto High Performance Computing for Energy desenvolvendo pesquisas em análise de desempenho e consumo de energia de aplicações científicas e pelo projeto Medicina Assistida por Computação Científica - MACC, atuando na área de Computação Científica Distribuída de Alto Desempenho no LNCC. Atualmente é pesquisadora de pós doutorado e Especialista em Arquitetura de Software no LNCC.<br />;0;K4736292J3;211864;;Doutora em Modelagem Computacional pelo Laboratório Nacional de Computação Cientifica (LNCC) atuando na área de Computação Científica Distribuída de Alto Desempenho, Aprendizado de Máquina e Análise Operacional. Possui graduação em Ciência da Computação pela Universidade Estadual do Oeste do Paraná (2002) e mestrado em Ciências da Computação e Matemática Computacional pela Universidade de São Paulo (2004). Obteve experiência na área de Ciência da Computação, com ênfase em Inteligência Artificial, atuando principalmente nos seguintes temas: aprendizado de máquina, programação lógica indutiva e mineração de dados. Foi bolsista de Desenvolvimento Tecnológico Industrial do CNPq atuando nos temas de: grades computacionais, computação autonômica, aprendizado de máquina e programação lógica indutiva. Fez seu pós-doutoramento pelo projeto High Performance Computing for Energy desenvolvendo pesquisas em análise de desempenho e consumo de energia de aplicações científicas e pelo projeto Medicina Assistida por Computação Científica - MACC, atuando na área de Computação Científica Distribuída de Alto Desempenho no LNCC. Atualmente é pesquisadora de pós doutorado e Especialista em Arquitetura de Software no LNCC.;Inteligência Artificial na sub-área de Aprendizado de Máquina, Inteligência Artificial - sub área de Aprendizado de Máquina, Computação Distribuída, Computação Científica, Computação de Alto Desempenho;2020-05-09;"Grande área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Computação Distribuída. 
Grande área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Computação Científica. 
Grande área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Análise de Desempenho. 
Grande área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Grades Computacionais. 
Grande área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Aprendizado de Máquina. 
Grande área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Programação Lógica Indutiva. ";"FERRO, Mariza;Ferro, Mariza;Mariza Ferro;FERRO, M.";;62656867;2011;2015;Doutorado em Modelagem Computacional;Avaliação de Sistemas de Computação Massivamente Paralela e Distribuída: Uma metodologia voltada aos requisitos das aplicações científicas;;;"Bruno Richard Schulze. Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. Palavras-chave: Computação Científica; Computação de Alto Desempenho; Análise Operacional; Aprendizado de Máquina.Grande área: Ciências Exatas e da TerraSetores de atividade: Atividades dos serviços de tecnologia da informação. ";3076;;K4736292J3;;https://www.escavador.com/sobre/24540563/laboratorio-nacional-de-computacao-cientifica;Laboratório Nacional de Computação Científica;62656868;2004;Atual;Doutorado interrompido em 2008 em Ciências da Computação e Matemática Computacional;Aquisiçao de Conhecimento Utilizando Aprendizado de Máquina Relacional,;Maria Carolina Monard;5711795;"Ano de interrupção: 2008Palavras-chave: Inteligência Artificial; Aprendizado de Máquina; Programação Lógica Indutiva; Extração de Conhecimento.Grande área: Ciências Exatas e da TerraGrande Área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Inteligência Artificial / Especialidade: Aprendizado de Máquina. Grande Área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Inteligência Artificial / Especialidade: Extração de Conhecimento. ";110;;K4736292J3;;https://www.escavador.com/sobre/24537597/universidade-de-sao-paulo;Universidade de São Paulo;62656869;2002;2004;Mestrado em Ciências da Computação e Matemática Computacional;Aquisição de Conhecimento de Conjuntos de Exemplos no Formato Atributo-Valor Utilizando Aprendizado de Máquina Relacional,Ano de Obtenção: 2004;;;"Maria Carolina Monard.Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. Palavras-chave: Ciência da Computação; Inteligência Artificial; Bioinformática; Aprendizado de Máquina; Programação Lógica Indutiva.Grande área: Ciências Exatas e da TerraGrande Área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Inteligência Artificial / Especialidade: Bioinformática. Grande Área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Inteligência Artificial / Especialidade: Programação Lógica Indutiva. Setores de atividade: Outro. ";110;;K4736292J3;;https://www.escavador.com/sobre/24537597/universidade-de-sao-paulo;Universidade de São Paulo;62656870;1995;2002;Graduação em Ciência da Computação;Aplicação de Métodos de Aprendizado de Máquina Simbólico para Extração de Conhecimento de Bases de Dados Reais: Um Estudo de Caso do Processamento De Sêmen;Huei Diana Lee;211842;;1623;;K4736292J3;;https://www.escavador.com/sobre/24539110/universidade-estadual-do-oeste-do-parana;Universidade Estadual do Oeste do Paraná;1431383;Pós-Doutorado. , Laboratório Nacional de Computação Científica, LNCC, Brasil.
		
	, Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. , Grande área: Ciências Exatas e da Terra;2018;2018;K4736292J3;1431384;"Pós-Doutorado. , Laboratório Nacional de Computação Científica, LNCC, Brasil.
		
	, Bolsista do(a): FUNDAÇÃO DE APOIO AO DESENVOLVIMENTO DA COMPUTAÇÃO CIENTÍFICA, FACC, Brasil. , Grande área: Ciências Exatas e da Terra, Grande Área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Computação Científica. , Grande Área: Ciências Exatas e da Terra / Área: Ciência da Computação / Subárea: Computação Distribuída. ";2016;2018;K4736292J3;115868074;"Introdução as Técnicas de Data Minig.  (Carga horária: 6h). , Laboratório Nacional de Computação Científica, LNCC, Brasil.
		
	";2008;2008;K4736292J3;115868075;"Introdução à Metodologia de Pesquisa Bibliográfica.  (Carga horária: 3h). , Universidade de São Paulo, USP, Brasil.
		
	";2003;2003;K4736292J3;115868076;"Introdução à Biologia Computacional.  (Carga horária: 56h). , Centro Brasileiro Argentino de Biotecnologia, CBAB, Brasil.
		
	";2003;2003;K4736292J3;1;Inglês;United-States.png;K4736292J3;1;Compreende Bem, Fala Bem, Lê Bem, Escreve Bem.;3;Espanhol;Spain.png;K4736292J3;3;Compreende Razoavelmente, Fala Razoavelmente, Lê Razoavelmente.;4;Português;Brazil.png;K4736292J3;4;Compreende Bem, Fala Bem, Lê Bem, Escreve Bem.;12;Japonês;Japan.png;K4736292J3;12;Compreende Razoavelmente, Fala Razoavelmente, Lê Pouco, Escreve Pouco.;25178127;"SCHULZE, B. ; Bittencourt, Luiz ; Ferro, Mariza . XVII Workshop em Clouds e Aplicações (WCGA 2019). 2019. (Outro).";K4736292J3;25178128;"Schulze, Bruno ; FERRETO, T. C. ; FERRO, M. . XVI Workshop em Clouds e Aplicações (WCGA 2018). 2018. (Outro).";K4736292J3;25178129;FERRO, Mariza . 1st Workshop on Bioinformatics Applications for Clusters and Clouds (WbioCC-2016). 2016. (Outro).;K4736292J3;276941411;2019 IEEE International Parallel and Distributed Processing Symposium (IPDPS).
							2019. (Simpósio).;K4736292J3;276941412;European Research & Innovation Days. 2019. (Outra).;K4736292J3;276941413;International Symposium on Computer Architecture and High Performance Computing.
							2019. (Simpósio).;K4736292J3;276941414;I Workshop Sinergia LNCC-empresas. 2019. (Outra).;K4736292J3;276941415;Khipu - Latin American Meeting in Artificial Intelligence.Artificial Intelligence and High Performance Computing Convergence.
							2019. (Encontro).;K4736292J3;276941416;Simpósio Brasileiro de Redes de Computadores (SBRC).
							2019. (Simpósio).;K4736292J3;276941417;XIX Simpósio de Pesquisa Operacional e Logística da Marinha.Metodologia de Avaliação Operacional para sistemas de computação científica distribuída de alto desempenho..
							2019. (Simpósio).;K4736292J3;276941418;XX Simpósio em Sistemas Computacionais de Alto Desempenho (o (WSACD 2019).Towards an Autonomous Framework for HPC Optimization: Using Machine Learning for Energy and Performance Modeling.
							2019. (Simpósio).;K4736292J3;276941419;10th European Innovation Summit. 2018. (Outra).;K4736292J3;276941420;EU Research and Innovation in our daily life. 2018. (Outra).;K4736292J3;276941421;HPC Roadmap for Energy Industry. 2018. (Outra).;K4736292J3;276941422;ICT 2018: Imagine Digital - Connect Europe. 2018. (Outra).;K4736292J3;276941423;JIIP - Future Past: Quo Vadis Innovation - Policy. 2018. (Outra).;K4736292J3;276941424;K4I - Horizon Europe: Plenary Conference Session on the future EU Research and Innovation Programme. 2018. (Outra).;K4736292J3;276941425;NETWORKING SESSION AT ICT2018.Testimonials and lessons learned from EU-BR funded projects. 2018. (Outra).;K4736292J3;276941426;TPF - Making the most of opportunities in Electromobility. 2018. (Outra).;K4736292J3;276941427;XIX Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2018).SMCis: um sistema para o monitoramento de aplicações científicas em ambientes HPC.
							2018. (Simpósio).;K4736292J3;276941428;XIX Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2018).Performance and Energy Efficiency Evaluation for HPC Applications in Heterogeneous Architectures.
							2018. (Simpósio).;K4736292J3;276941429;Cloudscape Brazil and Workshop on Cloud Networks 2017. 2017. (Outra).;K4736292J3;276941430;Congresso da Sociedade Brasileira de Computação (CSBC). 2017. (Congresso).;K4736292J3;276941431;International Symposium on Computer Architecture and High Performance Computing (SBAC-PAD).
							2017. (Simpósio).;K4736292J3;276941432;Workshop em Desempenho de Sistemas Computacionais e de Comunicação (Wperformancence). Analysis of GPU Power Consumption Using Internal Sensors. 2017. (Congresso).;K4736292J3;276941433;16th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing. 2016. (Congresso).;K4736292J3;276941434;27th International Symposium on Computer Architecture and High Performance Computing (SBAC-PAD 2015).
							2015. (Simpósio).;K4736292J3;276941435;XVI Simpósio de Sistemas Computacionais de Alto Desempenho (WSCAD-CTD).Avaliação de Sistemas de Computação Massivamente Paralela e Distribuída: Uma metodologia voltada aos requisitos das aplicações científicas.
							2015. (Simpósio).;K4736292J3;276941436;5th LNCC Meeting on Computational Modeling. 2012. (Outra).;K4736292J3;276941437;Jornada em Inteligência Computacional. 2012. (Outra).;K4736292J3;276941438;IEEE 22nd International Symposium on Computer Architecture and High Performance Computuing.Challenges in Data Mining, E-science and Grid Computing.
							2010. (Simpósio).;K4736292J3;276941439;Simpósio de Pesquisa Operacional e Logística da Marinha.
							2010. (Simpósio).;K4736292J3;276941440;21st International Symposium on Computer Architecture an High Performance Computing.A Proposal of Prediction and Diagnosis in Grid Computing Self-Healing Problem.
							2009. (Simpósio).;K4736292J3;276941441;Programa de Verão do Laboratório Nacional de Computação Cientifica. 2008. (Outra).;K4736292J3;276941442;XI Simpósio de Teses e Dissertações do Programa de Pós Graduação do ICMC-USP.
							2008. (Simpósio).;K4736292J3;276941443;II Workshop do Programa de Aperfeiçoamento de Ensino. 2007. (Outra).;K4736292J3;276941444;International Joint Conference IBERAMIA/SBIA/SBRN. International Joint Conference IBERAMIA/SBIA/SBRN. 2006. (Congresso).;K4736292J3;276941445;VIII Simpósio de Teses e Dissertações.
							2006. (Simpósio).;K4736292J3;276941446;XXXI Conferecia Latinoamericana de Informática. XXXI Conferecia Latinoamericana de Informática. 2005. (Congresso).;K4736292J3;276941447;1a Jornada Cientifica da Unioeste.1a Jornada Cientifica da Unioeste. 2001. (Outra).;K4736292J3;276941448;Semana de Informática de cascavel (SEMINC).Semana de Informática de cascavel (SEMINC). 2001. (Outra).;K4736292J3;162770476;"ALCHIERI, E. A.;Ferro, Mariza.   Implementação de um Framework FaaS: Funções como serviço. 2019. Dissertação (Mestrado em Computação Aplicada) - Universidade de Brasília.";11260019;K4736292J3;162770477;"Ferro, Mariza; Mury, Antonio Roberto; Licht, Fabio L..   MÉTODO SIMULADOR DE EMPREENDIMENTO PARA AVALIAÇÃO DO PRODUTO IMOBILIÁRIO.. 2018. Dissertação (Mestrado em Gestão de Sistemas de Engenharia) - Universidade Católica de Petrópolis.";68029693;K4736292J3;162770478;"Gomes CFS;FERRO, M.; AA Longaray; Raupp, FMP; GOMES, Luiz Flavio Autran Monteiro.   PROPOSTA DE MODELAGEM ATUARIAL APLICADA AO SETOR MILITAR CONSIDERANDO INFLUÊNCIAS ECONÔMICAS E BIOMÉTRICAS. 2018. Tese (Doutorado em Engenharia de Produção)  - Universidade Federal Fluminense.";9567135;K4736292J3;162770479;"Gomes CFS; GOMES, Luiz Flavio Autran Monteiro; AA Longaray; Raupp, FMP;Ferro, Mariza.   PROPOSTA DE MODELAGEM ATUARIAL APLICADA AO SETOR MILITAR CONSIDERANDO INFLUÊNCIAS ECONÔMICAS E BIOMÉTRICAS. 2018. Exame de qualificação (Doutorando em Engenharia de Produção)  - Universidade Federal Fluminense.";9567135;K4736292J3;162770480;"Ferro, Mariza; Mury, Antonio Roberto; Licht, Fabio L..   MÉTODO SIMULADOR DE EMPREENDIMENTO PARA AVALIAÇÃO DO PRODUTO IMOBILIÁRIO.. 2018. Exame de qualificação (Mestrando em Gestão de Sistemas de Engenharia)  - Universidade Católica de Petrópolis.";11543864;K4736292J3;162770481;"OLIVEIRA, D. E. M.;Ferro, Mariza; ANGONESE, A.; Schulze, Bruno.  Predição de Desempenho Computacional utilizando Aprendizado de Máquina Supervisionado.
							2020. Trabalho de Conclusão de Curso (Graduação em Tecnologia da Informação e da Comunicação)  - Faculdade de Educação Tecnológica Do Esatado do Rio de Janeiro.";78822141;K4736292J3;162770482;"SCHULZE, B.FERRO, Mariza; SILVA, L. A. E.; Licht, Fabio L..  Estudo de abordagens de monitoramento de desempenho e energia para a computação cientfica.
							2017. Trabalho de Conclusão de Curso (Graduação em Engenharia de Computação)  - Universidade Católica de Petrópolis.";11080247;K4736292J3;162770483;FERRO, Mariza.  Engenharia de Requisitos no Processo de Desenvolvimento de Software.
							2007. Trabalho de Conclusão de Curso (Graduação em Sistemas de Informação)  - Faculdade Politécnica de Matão.;7181350;K4736292J3;162770484;"FERRO, Mariza; BRAGA, Rosana T. V..  Manutenção Corretiva e Evolutiva de módulos Não-Kernel do Sistema de Billing OPSC.
							2006. Trabalho de Conclusão de Curso (Graduação em Bacharelado Em Ciência da Computação)  - Universidade de São Paulo.";2138964;K4736292J3;162770485;"FERRO, Mariza; GIBERTONI, Daniela; VELLOSA, Rubens.  Projeto de Interfaces Amigáveis no Desenvolvimento de Sistemas Especialistas com a Ferramenta Expert Sinta.
